"city","latitude","longitude","predicted_eph"
"1","52.40399","4.94838","18.6"
"1","52.36273","4.93249","24.41"
"1","52.4128","4.90526","22.24"
"1","52.36251","4.91248","26.6"
"1","52.32844","4.90051","17.73"
"1","52.36086","4.90027","14.89"
"1","52.34132","4.85054","24.06"
"1","52.41272","4.86779","16.41"
"1","52.34129","4.84188","24.46"
"1","52.36497","4.91291","25.1"
"1","52.39705","4.92356","24.94"
"1","52.41329","4.86616","18.62"
"1","52.38341","4.85627","17.96"
"1","52.38494","4.85651","13.75"
"1","52.34259","4.84225","20.57"
"1","52.39956","4.93035","16.52"
"1","52.36743","4.93821","22.73"
"1","52.39716","4.92587","13.04"
"1","52.39667","4.9255","24.78"
"1","52.33932","4.84363","18.82"
"1","52.33036","4.90335","23.09"
"1","52.3639","4.91004","20.02"
"1","52.34029","4.84426","27.52"
"1","52.40552","4.94965","25.62"
"1","52.36268","4.906","25.45"
"1","52.33068","4.9073","21.18"
"1","52.36175","4.93486","18.65"
"1","52.36672","4.91263","21.07"
"1","52.36245","4.89957","16.05"
"1","52.36713","4.93825","24.85"
"1","52.3631","4.935","19.71"
"1","52.40557","4.94289","29.18"
"1","52.39719","4.92127","28.2"
"1","52.38306","4.85462","11.88"
"1","52.36603","4.92727","15.88"
"1","52.36946","4.88818","33.24"
"1","52.34049","4.84603","23.98"
"1","52.36518","4.92925","20.16"
"1","52.33061","4.90292","24.23"
"1","52.37155","4.88748","20.53"
"1","52.33938","4.84721","18.34"
"1","52.34032","4.8496","21.73"
"1","52.33095","4.90671","20.76"
"1","52.36885","4.94243","13.29"
"1","52.36754","4.93078","21.64"
"1","52.36203","4.91176","17.92"
"1","52.34388","4.84924","16.65"
"1","52.36361","4.93319","17.77"
"1","52.39466","4.92735","20.29"
"1","52.38367","4.8563","25.49"
"1","52.38485","4.85858","25.59"
"1","52.36279","4.92854","24.12"
"1","52.36528","4.90666","21.22"
"1","52.3639","4.90417","17.23"
"1","52.34853","4.92714","14.54"
"1","52.36378","4.90033","15.78"
"1","52.40205","4.94168","13.22"
"1","52.32886","4.8987","22.56"
"1","52.36381","4.93511","18.21"
"1","52.33989","4.84519","15.61"
"1","52.40344","4.94886","17.47"
"1","52.3682","4.94269","22.4"
"1","52.4153","4.90421","23.44"
"1","52.36541","4.93336","10.84"
"1","52.39454","4.92539","28.07"
"1","52.41248","4.90221","20.65"
"1","52.36729","4.89032","19.46"
"1","52.38858","4.85646","19.06"
"1","52.36275","4.9079","19.58"
"1","52.3955","4.92503","17.86"
"1","52.41154","4.90817","17.43"
"1","52.37181","4.88584","8.16"
"1","52.34636","4.93099","21.52"
"1","52.36891","4.93947","21.39"
"1","52.36945","4.94532","16.56"
"1","52.37056","4.94285","19.71"
"1","52.40498","4.94134","30.94"
"1","52.38388","4.85389","17.41"
"1","52.38754","4.85673","19.8"
"1","52.34263","4.84278","21.54"
"1","52.35994","4.90562","14.31"
"1","52.36959","4.94643","16.7"
"1","52.36231","4.93025","21.11"
"1","52.34715","4.93223","27.79"
"1","52.41204","4.9023","22.56"
"1","52.34774","4.92852","20.67"
"1","52.34494","4.92715","23.02"
"1","52.38495","4.85682","10.43"
"1","52.36482","4.91369","16.93"
"1","52.39507","4.9246","17.85"
"1","52.35952","4.90312","24.07"
"1","52.36708","4.93983","24.76"
"1","52.40467","4.94804","19.97"
"1","52.38679","4.86105","26.5"
"1","52.34029","4.84585","15.62"
"1","52.32701","4.90369","15.6"
"1","52.38512","4.85747","16.95"
"1","52.38441","4.85344","16.42"
"1","52.36935","4.88674","15.14"
"1","52.34127","4.85014","19.21"
"1","52.3658","4.91362","22.34"
"1","52.37153","4.89304","23.02"
"1","52.3853","4.85534","17.57"
"1","52.41376","4.86546","21.31"
"1","52.36969","4.947","34.31"
"1","52.34267","4.85069","25.35"
"1","52.34077","4.84653","29.08"
"1","52.358615","4.90038","27.64"
"1","52.41034","4.90942","12.22"
"1","52.33138","4.9039","20.88"
"1","52.36776","4.89199","19.99"
"1","52.36565","4.92625","20.31"
"1","52.36627","4.94279","24.93"
"1","52.36472","4.91293","23.8"
"1","52.39527","4.92666","24.2"
"1","52.38676","4.85853","23.04"
"1","52.33038","4.89902","21.33"
"1","52.41323","4.86873","23.33"
"1","52.41215","4.86672","26.42"
"1","52.33046","4.90533","26.05"
"1","52.41226","4.90445","19.29"
"1","52.34189","4.84818","16.56"
"1","52.36418","4.89854","11.09"
"1","52.34178","4.84205","25.94"
"1","52.37072","4.93963","22.09"
"1","52.37028","4.93476","30.62"
"1","52.3687","4.94131","27.12"
"1","52.39837","4.92292","20.65"
"1","52.36876","4.94058","28.88"
"1","52.36331","4.93209","23.25"
"1","52.39603","4.92729","15.49"
"1","52.3636","4.90311","27.48"
"1","52.36286","4.93606","19.52"
"1","52.40262","4.94521","16.99"
"1","52.34239","4.84192","10.14"
"1","52.36832","4.94531","32.23"
"1","52.36363","4.93448","18.94"
"1","52.36494","4.91019","24.48"
"1","52.38506","4.85218","17.87"
"1","52.34561","4.92621","25.64"
"1","52.38551","4.85939","19.26"
"1","52.36373","4.91522","20.76"
"1","52.38797","4.85853","25.18"
"1","52.34721","4.93307","24.64"
"1","52.35901","4.90297","25.18"
"1","52.38868","4.85874","21.23"
"1","52.3856","4.85629","16.23"
"1","52.37067","4.88971","20.14"
"1","52.39589","4.92977","11.15"
"1","52.36453","4.91269","24.28"
"1","52.32796","4.90037","26.59"
"1","52.326","4.9018","20.61"
"1","52.36958","4.93772","26.97"
"1","52.34833","4.93171","28"
"1","52.34207","4.84937","20.92"
"1","52.34167","4.84561","27.7"
"1","52.36274","4.89857","25.93"
"1","52.3268","4.90207","20.98"
"1","52.32867","4.90346","20.77"
"1","52.40272","4.94173","18.2"
"1","52.36382","4.90704","21.2"
"1","52.40303","4.94571","28.91"
"1","52.34402","4.93355","22.41"
"1","52.36245","4.92693","20.21"
"1","52.36451","4.9274","23.41"
"1","52.34477","4.93234","24.38"
"1","52.36877","4.88886","20.83"
"1","52.34426","4.84333","30.88"
"1","52.35957","4.90337","23.44"
"1","52.36644","4.91417","19.17"
"1","52.39651","4.9258","25.33"
"1","52.38502","4.86163","20.77"
"1","52.34383","4.92747","24.05"
"1","52.32987","4.89847","24.47"
"1","52.36878","4.8932","20.47"
"1","52.41292","4.90872","21.45"
"1","52.36591","4.94327","23.28"
"1","52.36542","4.93305","18.51"
"1","52.36892","4.94395","15.7"
"1","52.36553","4.91162","29.91"
"1","52.34468","4.84456","32.02"
"1","52.40234","4.94614","26.55"
"1","52.36111","4.89914","17.57"
"1","52.32704","4.90043","20.85"
"1","52.3397","4.84998","17.45"
"1","52.36198","4.93022","18.17"
"1","52.36876","4.94013","22.31"
"1","52.36639","4.92614","19.36"
"1","52.36951","4.88838","15.75"
"1","52.38431","4.85317","24.71"
"1","52.3683","4.94172","18.1"
"1","52.38658","4.85939","29.06"
"1","52.36984","4.9425","21.54"
"1","52.37207","4.94087","30.47"
"1","52.34432","4.84976","26.87"
"1","52.34721","4.93178","27.45"
"1","52.38363","4.8583","19.41"
"1","52.41357","4.90525","21.88"
"1","52.36239","4.92839","21.02"
"1","52.34471","4.93332","14.47"
"1","52.38839","4.85296","27.05"
"1","52.38775","4.85316","16.44"
"1","52.40066","4.9495","16.6"
"1","52.41089","4.86524","14.8"
"1","52.34896","4.92533","20.23"
"1","52.32666","4.90474","17.98"
"1","52.34555","4.934","20.49"
"1","52.36488","4.93198","20.53"
"1","52.41454","4.90402","17.92"
"1","52.34485","4.9279","26.25"
"1","52.34277","4.84827","16.59"
"1","52.36391","4.93405","27.41"
"1","52.3848","4.85727","25.22"
"1","52.3879","4.85459","19.14"
"1","52.41013","4.86496","31.02"
"1","52.39944","4.92551","19.28"
"1","52.41093","4.86737","21.02"
"1","52.33986","4.84807","23.45"
"1","52.36736","4.92923","23.76"
"1","52.38311","4.85752","13.09"
"1","52.3598","4.90311","18.49"
"1","52.4127","4.91057","22.27"
"1","52.36523","4.91508","27.5"
"1","52.38445","4.85802","22.09"
"1","52.3258","4.90012","21.44"
"1","52.39681","4.93058","17.24"
"1","52.32907","4.90727","25.17"
"1","52.34037","4.84743","16.37"
"1","52.36026","4.89938","12.98"
"1","52.36192","4.89866","24.97"
"1","52.40281","4.9476","20.05"
"1","52.36244","4.91113","27.71"
"1","52.36252","4.91455","18.75"
"1","52.3314","4.89965","17.76"
"1","52.3292","4.90617","22.17"
"1","52.32613","4.90215","20.82"
"1","52.36634","4.91278","29.52"
"1","52.39943","4.9243","27.71"
"1","52.34367","4.84356","22.82"
"1","52.34666","4.92824","27.23"
"1","52.35851","4.90635","30.26"
"1","52.3454","4.93165","17.26"
"1","52.36429","4.91154","25.44"
"1","52.40262","4.94639","22.59"
"1","52.32809","4.90357","19.57"
"1","52.4103","4.90779","22.38"
"1","52.40198","4.94933","27.18"
"1","52.40055","4.94437","22.31"
"1","52.40265","4.94605","17.57"
"1","52.36347","4.9331","22.65"
"1","52.40364","4.94366","14.91"
"1","52.38792","4.8531","21.67"
"1","52.39446","4.92372","16.7"
"2","51.88712","4.42846","24.5"
"2","51.90949","4.44102","22.62"
"2","51.9213","4.41973","24.26"
"2","51.94552","4.52072","19.76"
"2","51.89649","4.48967","14.9"
"2","51.97166","4.5027","17.82"
"2","51.90702","4.43772","24.1"
"2","51.91101","4.45889","25.99"
"2","51.91997","4.41522","19.29"
"2","51.94806","4.51291","15.58"
"2","51.95504","4.53777","23.87"
"2","51.93299","4.43375","28.42"
"2","51.89092","4.4493","21.14"
"2","51.93458","4.43855","15.79"
"2","51.898","4.49295","24.6"
"2","51.91165","4.43724","16.24"
"2","51.95571","4.52507","27.4"
"2","51.90713","4.47344","22.57"
"2","51.95523","4.5325","16.5"
"2","51.96721","4.44206","33.1"
"2","51.95369","4.51673","26.22"
"2","51.92401","4.41714","21.83"
"2","51.89174","4.45198","30.27"
"2","51.96592","4.44555","25.16"
"2","51.95748","4.51909","20.98"
"2","51.96202","4.45412","19.68"
"2","51.89037","4.44788","17.2"
"2","51.88673","4.44944","18.51"
"2","51.96977","4.50403","14.46"
"2","51.9116","4.45385","23.44"
"2","51.96531","4.45115","16.69"
"2","51.97294","4.50558","28.2"
"2","51.90948","4.46787","16.13"
"2","51.91132","4.43232","16.19"
"2","51.88585","4.42776","21.64"
"2","51.90923","4.46689","15.91"
"2","51.94278","4.5183","20.81"
"2","51.88471","4.42839","12.5"
"2","51.95744","4.53631","30.24"
"2","51.924","4.41563","18.1"
"2","51.90897","4.46914","19.19"
"2","51.89887","4.49252","26.1"
"2","51.93523","4.43493","8"
"2","51.90847","4.44079","25.08"
"2","51.94261","4.51585","25.54"
"2","51.90891","4.46674","19.49"
"2","51.94426","4.52073","16.93"
"2","51.90474","4.46471","19.34"
"2","51.89688","4.49138","24.33"
"2","51.90473","4.46547","24.44"
"2","51.93823","4.42955","17.87"
"2","51.89783","4.4903","29.27"
"2","51.94276","4.5185","19.91"
"2","51.90569","4.46885","22.94"
"2","51.92399","4.41253","16.18"
"2","51.96797","4.44489","23.52"
"2","51.91229","4.45802","24.27"
"2","51.96514","4.44036","24.74"
"2","51.94373","4.51868","19.54"
"2","51.89489","4.49815","21.86"
"2","51.95735","4.51572","20.75"
"2","51.91005","4.43737","15.78"
"2","51.89687","4.49532","30.06"
"2","51.91487","4.45389","19.8"
"2","51.89483","4.49589","21.96"
"2","51.95806","4.52455","25"
"2","51.91256","4.43496","19.43"
"2","51.90874","4.47059","26.8"
"2","51.94376","4.5165","27.57"
"2","51.88869","4.42827","21.49"
"2","51.94681","4.51523","22.88"
"2","51.90892","4.47171","13.94"
"2","51.96657","4.44255","21.22"
"2","51.91089","4.43776","11.93"
"2","51.88495","4.42937","25.15"
"2","51.90912","4.45545","11.3"
"2","51.91058","4.46049","28.65"
"2","51.9651","4.44991","17.9"
"2","51.88743","4.42706","20.22"
"2","51.90039","4.4945","23.85"
"2","51.95884","4.53417","18.28"
"2","51.91068","4.45903","24.57"
"2","51.94679","4.51706","16.51"
"2","51.94468","4.51845","24.43"
"2","51.95409","4.51979","21.94"
"2","51.91991","4.41326","23.62"
"2","51.90933","4.43581","19.07"
"2","51.90975","4.45517","22.78"
"2","51.92155","4.41215","24.93"
"2","51.90033","4.49816","14.14"
"2","51.96874","4.4471","25.15"
"2","51.96778","4.4477","26.14"
"2","51.97182","4.50431","18.82"
"2","51.95763","4.5384","21.6"
"2","51.90904","4.44015","25.92"
"2","51.90985","4.43794","24.81"
"2","51.89753","4.49427","22.82"
"2","51.91195","4.43399","24.65"
"2","51.9453","4.51212","21.6"
"2","51.96387","4.43992","20"
"2","51.92015","4.41566","14.92"
"2","51.88884","4.42884","11.22"
"2","51.95806","4.53231","14.68"
"2","51.88946","4.45476","30.32"
"2","51.94776","4.51646","15.47"
"2","51.88782","4.42825","23.78"
"2","51.95528","4.52313","12.5"
"2","51.90834","4.43938","28.34"
"2","51.89584","4.48872","15.76"
"2","51.90617","4.46877","21.31"
"2","51.88645","4.45287","20.38"
"2","51.96849","4.50121","19.54"
"2","51.93766","4.43815","16.45"
"2","51.92164","4.41267","22.1"
"2","51.95327","4.5176","16.45"
"2","51.91837","4.41728","19.88"
"2","51.96136","4.4498","19.99"
"2","51.89686","4.49027","16.67"
"2","51.88492","4.42985","17.8"
"2","51.90882","4.43742","18.86"
"2","51.90402","4.47145","12.39"
"2","51.88402","4.42862","19.87"
"2","51.95307","4.51674","17.15"
"2","51.91433","4.45536","21.27"
"2","51.88659","4.4521","23.43"
"2","51.95364","4.51624","27.28"
"2","51.90945","4.46627","22.82"
"2","51.96158","4.44662","26.31"
"2","51.96429","4.45309","20.91"
"2","51.93491","4.42923","21.74"
"2","51.96951","4.44524","30.17"
"2","51.95638","4.53199","18.99"
"2","51.9598","4.53328","23.03"
"2","51.91014","4.4526","18.99"
"2","51.96369","4.45054","24.53"
"2","51.90882","4.44034","20.37"
"2","51.89469","4.49048","26.5"
"2","51.9568","4.5319","29.3"
"2","51.94447","4.51227","19.37"
"2","51.95637","4.51831","19.45"
"2","51.96439","4.45454","19.26"
"2","51.91241","4.45965","28.1"
"2","51.91149","4.44125","26.68"
"2","51.92005","4.41736","33.38"
"2","51.89897","4.48888","19.72"
"2","51.89561","4.49518","24.86"
"2","51.96076","4.45506","9.53"
"2","51.88669","4.43587","19.48"
"2","51.91467","4.45767","18.82"
"2","51.96573","4.4498","19.75"
"2","51.89032","4.45454","16.09"
"2","51.95617","4.53419","34.39"
"2","51.96556","4.44697","19.01"
"2","51.92366","4.41867","19.51"
"2","51.97121","4.50074","21.45"
"2","51.912975","4.460940000000001","28.95"
"2","51.89067","4.45421","17.32"
"2","51.94595","4.51433","11.84"
"2","51.96854","4.4391","17.4"
"2","51.93713","4.43557","30.05"
"2","51.88331","4.42927","18.11"
"2","51.96482","4.44563","25.97"
"2","51.90925","4.4716","22.45"
"2","51.90822","4.4652","23.3"
"2","51.94535","4.51494","21.76"
"2","51.95765","4.52277","20.08"
"2","51.91363","4.458","16.28"
"2","51.94485","4.5125","24.35"
"2","51.94629","4.51223","16.99"
"2","51.95426","4.52494","13.65"
"2","51.8864","4.43406","26.39"
"2","51.9606","4.44908","15.92"
"2","51.94428","4.51684","22.11"
"2","51.92015","4.42191","18.64"
"2","51.898","4.49509","16.38"
"2","51.95305","4.51839","18.79"
"2","51.91027","4.44068","17.48"
"2","51.93445","4.42945","18.4"
"2","51.95534","4.52343","15.64"
"2","51.97347","4.50311","17.67"
"2","51.93483","4.43023","11.8"
"2","51.94699","4.51234","14.43"
"2","51.91256","4.45629","15.52"
"2","51.97168","4.50346","11.36"
"2","51.88799","4.43157","20.35"
"2","51.94424","4.51861","25.73"
"2","51.90041","4.49509","19.03"
"2","51.88826","4.42805","22.49"
"2","51.94314","4.52021","24.2"
"2","51.88483","4.43096","22.78"
"2","51.91246","4.45819","24.39"
"2","51.89529","4.49129","17.09"
"2","51.9059","4.46495","16.11"
"2","51.888","4.43656","24.21"
"2","51.88798","4.43324","25.2"
"2","51.89852","4.48994","21.76"
"2","51.91235","4.45978","26.01"
"2","51.8861","4.45247","22.44"
"2","51.96837","4.44261","26.32"
"2","51.95547","4.52282","15.53"
"2","51.91053","4.43569","24.54"
"2","51.94807","4.51142","16.09"
"2","51.90911","4.46039","22.83"
"2","51.88725","4.43106","23.1"
"2","51.95531","4.53455","20.12"
"2","51.89881","4.49051","14.89"
"2","51.97118","4.5068","15.4"
"2","51.91338","4.45214","25.77"
"2","51.93673","4.43636","11.28"
"2","51.90514","4.46899","17.12"
"2","51.91932","4.41375","21.2"
"2","51.88892","4.43094","18.32"
"2","51.90847","4.46922","19.6"
"2","51.91039","4.45391","20.38"
"2","51.89776","4.48948","21.05"
"2","51.96142","4.45463","21.18"
"2","51.95454","4.51828","25.45"
"2","51.91091","4.45365","18.26"
"2","51.89982","4.4893","11.38"
"2","51.90815","4.43177","17.03"
"2","51.91142","4.43579","25.65"
"2","51.95763","4.51981","19.01"
"2","51.89608","4.49245","8.73"
"2","51.88826","4.43286","22.41"
"2","51.89666","4.49467","23.8"
"2","51.94734","4.5178","25.61"
"2","51.90943","4.43561","19.44"
"2","51.889","4.42673","27.25"
"2","51.89053","4.45479","18.54"
"2","51.88812","4.43257","16.27"
"2","51.96846","4.50194","23"
"2","51.90847","4.4719","21.46"
"2","51.91018","4.43772","19.13"
"2","51.96009","4.45166","24.26"
"2","51.9533","4.5199","19.2"
"2","51.91206","4.46019","21.26"
"2","51.8955","4.48971","16.53"
"2","51.95602","4.51821","20.49"
"2","51.9638","4.44089","18.76"
"2","51.90785","4.43377","22.42"
"2","51.93829","4.43259","27.01"
"2","51.88699","4.44818","19.45"
"2","51.97293","4.49996","17.9"
"2","51.96195","4.44751","18.27"
"2","51.94584","4.51092","17.28"
"2","51.88602","4.43559","17.88"
"2","51.90819","4.47127","28.39"
"2","51.95327","4.5225","17.93"
"2","51.94633","4.51448","18.65"
"2","51.96284","4.45321","13.78"
"2","51.95482","4.51995","24.72"
"2","51.94682","4.5176","24.84"
"2","51.92149","4.41934","23.64"
"2","51.89109","4.4473","16.13"
"2","51.96553","4.44395","23.19"
"2","51.94804","4.51507","21.35"
"2","51.96557","4.45471","25.73"
"2","51.96977","4.5019","20.02"
"2","51.94699","4.51503","20.21"
"2","51.92094","4.41469","15.44"
"2","51.96196","4.44718","19.86"
"2","51.88778","4.45283","17.07"
"2","51.91291","4.45111","21.62"
"2","51.96423","4.44698","17.85"
"2","51.89541","4.49652","21.28"
"2","51.89052","4.45578","17.82"
"2","51.91119","4.43823","17.6"
"2","51.94223","4.51406","20.7"
"2","51.93572","4.42986","18.24"
"2","51.88586","4.43186","20.22"
"2","51.97206","4.50329","20.61"
"2","51.89843","4.49243","29.43"
"2","51.95559","4.53017","17.8"
"2","51.90927","4.47214","25.89"
"2","51.95885","4.52418","19.28"
"2","51.91849","4.41445","22.25"
"2","51.8882","4.42997","26.57"
"2","51.94733","4.51508","10.4"
"2","51.89116","4.44694","21.08"
"2","51.88821","4.45566","17.92"
"2","51.96001","4.53555","24.51"
"2","51.91038","4.436814999999999","15.16"
"2","51.90907","4.4584","18.03"
"2","51.90945","4.47324","16.33"
"2","51.96856","4.44291","33.2"
"2","51.91356","4.45286","21"
"2","51.89627","4.49524","17.86"
"2","51.93751","4.43201","19.37"
"2","51.96677","4.446","25.11"
"2","51.88903","4.44819","25.61"
"2","51.95932","4.53598","27.22"
"2","51.89835","4.4945","17.49"
"2","51.90699","4.46503","14.08"
"2","51.95711","4.51876","21.69"
"2","51.89589","4.49132","14.82"
"2","51.91431","4.45763","24.47"
"2","51.93564","4.42964","20.69"
"2","51.88631","4.45002","25.37"
"2","51.95767","4.53972","21.16"
"2","51.9578","4.53017","21.23"
"2","51.91946","4.4163","14.76"
"2","51.95956","4.53531","23.76"
"2","51.89159","4.45517","23.62"
"2","51.90983","4.45117","18.87"
"2","51.91019","4.43487","11.98"
"2","51.88652","4.43104","22.51"
"2","51.95855","4.51971","14.53"
"2","51.93291","4.43212","14.59"
"2","51.94235","4.51298","19.36"
"2","51.91347","4.45455","23.38"
"2","51.88423","4.43305","16.19"
"2","51.89653","4.49657","22.81"
"2","51.89043","4.45006","16.54"
"2","51.95553","4.51925","20.81"
"2","51.92223","4.41295","22.42"
"2","51.89562","4.49484","28.26"
"2","51.96517","4.45016","22.55"
"2","51.91046","4.43731","25.2"
"2","51.88465","4.43351","12.9"
"2","51.96046","4.45158","20.3"
"2","51.88607","4.45523","12.84"
"2","51.95978","4.53711","21.96"
"2","51.91286","4.45783","16.02"
"2","51.93791","4.43703","11.44"
"2","51.9648","4.45516","20.85"
"2","51.90905","4.47255","23.04"
"2","51.92062","4.41422","17.11"
"2","51.9095","4.45293","24.83"
"2","51.91367","4.45848","18.08"
"2","51.91323","4.45561","27.58"
"2","51.94447","4.51117","21.14"
"2","51.91949","4.41426","8.14"
"2","51.91144","4.4324","19.62"
"2","51.90722","4.46752","8.38"
"2","51.90705","4.43637","16.04"
"2","51.8985","4.49264","27.45"
"2","51.9112","4.4367","21.55"
"2","51.96817","4.44521","18.55"
"2","51.94329","4.51402","21.45"
"2","51.88845","4.42689","15.91"
"2","51.9561","4.52367","25.26"
"2","51.95484","4.53896","22.79"
"2","51.94281","4.51228","26.27"
"2","51.91895","4.42123","26.84"
"2","51.96358","4.44963","24.15"
"2","51.911","4.44062","13.61"
"2","51.88929","4.44986","22.32"
"2","51.89781","4.49834","30.53"
"2","51.90525","4.47429","23.49"
"2","51.94349","4.51296","20.15"
"2","51.89135","4.44932","19.7"
"2","51.96478","4.44642","20.09"
"2","51.95451","4.52439","17.64"
"2","51.90837","4.44008","18.01"
"2","51.92122","4.41956","18.48"
"2","51.90788","4.44079","15.1"
"2","51.95775","4.53836","18.35"
"2","51.90874","4.47229","26.45"
"2","51.9656","4.45121","20.92"
"2","51.94667","4.51431","21.15"
"2","51.90804","4.46488","26.68"
"2","51.95676","4.5365","21.28"
"2","51.96787","4.44343","30.73"
"2","51.95649","4.52246","18.21"
"2","51.89167","4.45135","17.8"
"2","51.9672","4.44348","23.48"
"2","51.94736","4.51907","20.48"
"2","51.9208","4.41605","24.37"
"2","51.90795","4.43408","20.69"
"2","51.97284","4.50085","22.02"
"2","51.97115","4.50472","28.06"
"2","51.90719","4.47088","18.29"
"2","51.913340000000005","4.457884999999999","20.39"
"2","51.95354","4.51846","15.58"
"2","51.89896","4.48993","34.85"
"2","51.9223","4.4217","18.94"
"2","51.92237","4.42173","18.68"
"2","51.9111","4.43843","24.85"
"2","51.96663","4.44421","13.95"
"2","51.9471","4.51265","23.57"
"2","51.93573","4.42978","26.95"
"2","51.8879","4.44924","22.75"
"2","51.90735","4.4658","20.74"
"2","51.88569","4.43302","17.55"
"2","51.88925","4.45368","35"
"2","51.95335","4.51978","20.15"
"2","51.943075","4.5138750000000005","12.66"
"2","51.94242","4.5158","18.02"
"2","51.88777","4.42808","22.76"
"2","51.88831","4.43589","26.32"
"2","51.92135","4.41506","32.9"
"2","51.89872","4.49084","27.25"
"2","51.95947","4.53055","20.15"
"2","51.95835","4.52094","20.66"
"2","51.95618","4.53722","19.07"
"2","51.923815","4.41611","19.41"
"2","51.88688","4.43479","17.45"
"2","51.9348","4.43399","17.13"
"2","51.92396","4.41637","17.96"
"2","51.96528","4.45358","22.76"
"2","51.93522","4.43161","8.73"
"2","51.912005","4.4563950000000006","14.51"
"2","51.94772","4.51975","11.03"
"2","51.95595","4.51751","19.57"
"2","51.90748","4.4407","17.14"
"2","51.92418","4.4176","23.6"
"2","51.96335","4.45072","18.36"
"2","51.96733","4.44242","21.06"
"2","51.9615","4.44629","23.76"
"2","51.97136","4.50008","24.14"
"2","51.96036","4.45366","15.06"
"2","51.95607","4.53706","15.48"
"2","51.95659","4.53078","13.94"
"2","51.96459","4.4395","26.74"
"2","51.95794","4.518","30.76"
"2","51.90892","4.43565","15.53"
"2","51.89997","4.49447","27.55"
"2","51.8915","4.44969","19.93"
"2","51.9719","4.50416","16.6"
"2","51.95575","4.53476","24.95"
"2","51.88694","4.45387","29.2"
"2","51.935","4.43406","20.94"
"2","51.92329","4.41581","23.69"
"2","51.97063","4.50068","17.75"
"2","51.94237","4.51336","20.51"
"2","51.91257","4.46005","21.18"
"2","51.907","4.47111","18.75"
"2","51.95778","4.53155","20.41"
"2","51.89837","4.48893","27.09"
"2","51.89806","4.49378","24.13"
"2","51.9695","4.49895","23.75"
"2","51.9707","4.50317","29.38"
"2","51.93808","4.43588","24.37"
"2","51.943","4.52061","24.16"
"2","51.91106","4.43273","12.56"
"2","51.94377","4.51316","17.64"
"2","51.90692","4.43594","24.92"
"2","51.93837","4.43036","15.82"
"2","51.89812","4.48973","23.22"
"2","51.92015","4.41992","16.12"
"2","51.95361","4.51962","14.09"
"2","51.88688","4.4314","24.77"
"2","51.89797","4.48882","20.35"
"2","51.90689","4.46479","24.72"
"2","51.97227","4.50179","28.57"
"2","51.89938","4.49241","12.26"
"2","51.97294","4.50009","28.57"
"2","51.9221","4.41771","17.64"
"2","51.88568","4.43579","19.64"
"2","51.93339","4.43245","19.69"
"2","51.90764","4.47293","20.69"
"2","51.93648","4.43297","19.75"
"2","51.91392","4.45653","20.38"
"2","51.9117","4.45779","21.53"
"2","51.88467","4.42788","21.83"
"2","51.94442","4.52029","24.98"
"2","51.97281","4.5014","13.03"
"2","51.95616","4.51792","23.31"
"2","51.90843","4.4649","21.52"
"2","51.93492","4.43244","24.25"
"2","51.96022","4.53762","15.15"
"2","51.89944","4.48871","26.68"
"2","51.96218","4.45148","15.8"
"2","51.90795","4.43272","28.5"
"2","51.94537","4.52063","17.68"
"2","51.88571","4.43186","16.82"
"2","51.91131","4.44004","35"
"2","51.89199","4.44968","25.26"
"2","51.96035","4.45215","14.09"
"2","51.96951","4.4429","24.57"
"2","51.95372","4.52268","23.61"
"2","51.96227","4.44641","14.76"
"2","51.8838","4.43027","27.82"
"2","51.93728","4.43192","21.49"
"2","51.95339","4.51739","16.56"
"2","51.96473","4.44433","17.59"
"2","51.89981","4.49499","12.17"
"2","51.94701","4.51915","19.44"
"2","51.95959","4.53429","23.94"
"2","51.89907","4.49693","18.83"
"2","51.97212","4.50321","18.37"
"2","51.9051","4.47142","23.23"
"2","51.95435","4.52314","17.02"
"2","51.93595","4.43876","11.84"
"2","51.88461","4.42738","30.52"
"2","51.93655","4.43745","23.98"
"2","51.89969","4.493005","22.54"
"2","51.91088","4.45399","28.38"
"2","51.89711","4.49241","24.78"
"2","51.91983","4.42165","20.86"
"2","51.97259","4.4992","30.66"
"2","51.93293","4.43475","18.32"
"2","51.96364","4.44843","22.89"
"2","51.88927","4.45415","8"
"2","51.91145","4.46074","25.65"
"2","51.91111","4.43177","15.92"
"2","51.96879","4.43878","16.92"
"2","51.94343","4.51525","20.16"
"2","51.88657","4.43538","19.32"
"2","51.93271","4.43528","21.97"
"2","51.91973","4.41448","23.96"
"2","51.91193","4.45182","27.22"
"2","51.92087","4.41317","16.72"
"2","51.91258","4.43194","25.74"
"2","51.95779","4.51642","12.88"
"2","51.96567","4.45567","15.12"
"2","51.9071","4.46846","17.12"
"2","51.95993","4.53499","20.47"
"2","51.91039","4.43748","30.14"
"2","51.92326","4.41665","21.25"
"2","51.92205","4.42129","18.21"
"2","51.92088","4.41428","24.6"
"2","51.96081","4.45321","14.03"
"2","51.90034","4.49748","20.53"
"2","51.9434","4.51788","16.64"
"2","51.95552","4.51689","22.2"
"2","51.88492","4.43114","15.89"
"2","51.96683","4.43846","27.19"
"2","51.95719","4.53516","25.62"
"2","51.90791","4.4354","25.68"
"2","51.90849","4.47444","27.04"
"2","51.921225","4.4152000000000005","22.33"
"2","51.94782","4.5201","17.68"
"2","51.95763","4.51605","22.4"
